Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1
sll0905	sll0905	2028157	2028744	septum formation inhibitor Maf	sll0905	sll0905
ssr2047	ssr2047	1040092	1040355	hypothetical protein	ssr2047	ssr2047
sll1382	sll1382	1831561	1831929	2Fe-2S iron-sulfur cluster binding domain-containing protein	sll1382	sll1382
psbU	sll1194	297493	297888	photosystem II complex extrinsic protein PsbU	psbU	sll1194
slr0967	slr0967	327100	327552	pentapeptide repeat-containing protein	slr0967	slr0967
kaiC	slr0758	3434876	3436435	circadian clock protein KaiC	kaiC // kaiB	slr0758 // slr0757
ssr2318	ssr2318	682854	683117	hypothetical protein	ssr2318	ssr2318
slr1490	slr1490	39802	42363	TonB-dependent receptor	slr1490	slr1490
sll5131	sll5131	117345	118361	IS4-like element IS4Sa family transposase	sll5132 // sll5131	sll5132 // sll5131
ssl2542	ssl2542	701138	701350	high light inducible protein	ssl2542	ssl2542
slr0442	slr0442	2080885	2082720	hypothetical protein	slr0442	slr0442
sll1415	sll1415	1602482	1603405	NAD(+) kinase	sll1414 // sll1415	sll1414 // sll1415
slr0347	slr0347	2436443	2437228	ABC transporter permease subunit	slr0347	slr0347
sll0321	sll0321	2434808	2436304	FAD-dependent oxidoreductase	sll0321	sll0321
slr8036	slr8036	30678	31376	GNAT family N-acetyltransferase	slr8036	slr8036
pgsA	sll1522	2075968	2076507	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	recN // sll1521 // pgsA	sll1520 // sll1521 // sll1522
sll5069	sll5069	69335	70810	hypothetical protein	sll5069 // SGL_RS18490 // SGL_RS19300	sll5069 // SGL_RS18490 // SGL_RS19300
sdhB	sll0823	2861101	2861838	succinate dehydrogenase iron-sulfur subunit	sdhB	sll0823
SGL_RS18490	SGL_RS18490	69121	69348	DNA cytosine methyltransferase	sll5069 // SGL_RS18490 // SGL_RS19300	sll5069 // SGL_RS18490 // SGL_RS19300
slr0976	slr0976	348701	349429	Uma2 family endonuclease	slr0977 // slr0976	slr0977 // slr0976
sll1482	sll1482	3392302	3393453	FtsX-like permease family protein	sll1482	sll1482
sll0484	sll0484	2911122	2911859	DevA family ABC transporter ATP-binding protein	sll0484	sll0484
sll1558	sll1558	1976799	1977965	NDP-sugar synthase	sll1558	sll1558
sll1095	sll1095	1919913	1920548	DUF2064 domain-containing protein	sll1095	sll1095
ssr1480	ssr1480	1135337	1135588	RNA-binding protein	ssr1480	ssr1480
ssl2148	ssl2148	1927725	1928021	hypothetical protein	ssl2148	ssl2148
sll8011	sll8011	8821	9195	DUF5615 family PIN-like protein	sll8012 // sll8011	sll8012 // sll8011
sll0314	sll0314	2446395	2447339	hypothetical protein	sll0314	sll0314
SGL_RS07210	SGL_RS07210	1146867	1147046	hypothetical protein	SGL_RS07210	SGL_RS07210
SGL_RS19255	SGL_RS19255	2558655	2558774	transposase	SGL_RS19255	SGL_RS19255
slr0724	slr0724	110392	110724	type II toxin-antitoxin system PrlF family antitoxin	slr0724	slr0724
secG	ssr3307	2250241	2250474	preprotein translocase subunit SecG	secG	ssr3307
sll0609	sll0609	2663366	2663731	DUF3593 domain-containing protein	sll0608 // sll0609	sll0608 // sll0609
sll0217	sll0217	166416	168152	MBL fold metallo-hydrolase	sll0217 // sll0218	sll0217 // sll0218
mrnC	slr0954	2024549	2024980	Mini-ribonuclease 3	rlmB // mrnC	slr0955 // slr0954
slr5126	slr5126	113953	114423	hypothetical protein	slr5126	slr5126
cmpA	slr0040	3169054	3170412	bicarbonate-binding protein	cmpA	slr0040
slr1470	slr1470	1827257	1827652	PH domain-containing protein	slr1470	slr1470
slr0753	slr0753	3423032	3424381	ArsB/NhaD family transporter	slr0753	slr0753
sll1532	sll1532	2047495	2048130	hypothetical protein	rpoZ // sll1532	ssl2982 // sll1532
sll0360	sll0360	2144979	2145812	CPBP family intramembrane metalloprotease	sll0360	sll0360
sll7050	sll7050	43053	43646	hypothetical protein	sll7050	sll7050
ssl6035	ssl6035	32660	32893	hypothetical protein	sll6036 // ssl6035	sll6036 // ssl6035
slr7049	slr7049	41845	42492	recombinase family protein	slr7049	slr7049
slr7054	slr7054	45058	45630	helix-turn-helix domain-containing protein	slr7054	slr7054
ST6803t26	ST6803t26	2234978	2235050	tRNA-Ala	ST6803t26	ST6803t26
ssr3571	ssr3571	1620276	1620539	type II toxin-antitoxin system Phd/YefM family antitoxin	SGL_RS09450 // ssr3571	SGL_RS09450 // ssr3571
sll0441	sll0441	3497389	3498771	GIY-YIG nuclease family protein	sll0441 // sll0442	sll0441 // sll0442
sll1411	sll1411	1617376	1617813	DUF86 domain-containing protein	sll2001 // ssl2749 // sll1411	sll2001 // ssl2749 // sll1411
ssl3549	ssl3549	1783442	1783672	hypothetical protein	ssl3549	ssl3549
sll0022	sll0022	2463555	2464304	DUF1190 domain-containing protein	sll0022 // sll0023 // sll0024	sll0022 // sll0023 // sll0024
lhgO	sll1495	3365944	3367137	L-2-hydroxyglutarate oxidase	lhgO	sll1495
slr0377	slr0377	2377709	2378938	hypothetical protein	slr0377	slr0377
slr1082	slr1082	384980	385390	hypothetical protein	slr1082 // slr1081	slr1082 // slr1081
ssr6046	ssr6046	43486	43689	hypothetical protein	slr6051 // slr6050 // slr6049 // ssr6048 // slr6047 // ssr6046	slr6051 // slr6050 // slr6049 // ssr6048 // slr6047 // ssr6046
speB	sll0228	148022	148942	agmatinase	sll0227 // speB	sll0227 // sll0228
slr1094	slr1094	190033	190818	DUF429 domain-containing protein	slr1094	slr1094
SGL_RS19465	SGL_RS19465	2388867	2389031	hypothetical protein	SGL_RS19465	SGL_RS19465
ictB	slr1515	1604863	1606287	putative bicarbonate transporter, IctB family	ictB	slr1515
ssr1562	ssr1562	3235438	3235680	DUF4327 family protein	ssr1562	ssr1562
slr1814	slr1814	1292215	1292679	DUF29 domain-containing protein	slr1814	slr1814
SGL_RS19410	SGL_RS19410	261659	261802	hypothetical protein	SGL_RS19410	SGL_RS19410
sll1514	sll1514	460250	460690	Hsp20/alpha crystallin family protein	sll1514	sll1514
csaB	slr0688	436234	437265	polysaccharide pyruvyl transferase CsaB	csaB	slr0688
katG	sll1987	1544714	1546978	catalase/peroxidase HPI	katG	sll1987
slr1676	slr1676	1955690	1956181	DUF4079 domain-containing protein	slr1676	slr1676
slr1545	slr1545	983819	984475	sigma-70 family RNA polymerase sigma factor	slr1545	slr1545
sll1516	sll1516	454712	456586	hypothetical protein	sll1516	sll1516
psbZ	SGL_RS06990	1095248	1095436	photosystem II reaction center protein PsbZ	psbZ	SGL_RS06990
sll1367	sll1367	3297312	3298097	Crp/Fnr family transcriptional regulator	sll1367	sll1367
sll1872	sll1872	1807333	1808724	LCP family protein	sll1872	sll1872
slr0111	slr0111	2992802	2993323	hypothetical protein	slr0111	slr0111
slr1367	slr1367	1117143	1119674	glycogen/starch/alpha-glucan phosphorylase	slr1367	slr1367
SGL_RS19095	SGL_RS19095	3075546	3075848	hypothetical protein	SGL_RS19095 // sll0781	SGL_RS19095 // sll0781
sll0778	sll0778	3078838	3081210	ATP-binding cassette domain-containing protein	sll0778	sll0778
sll1427	sll1427	1583249	1584499	trypsin-like serine protease	sll1427	sll1427
sll5046	sll5046	43343	44293	sulfotransferase	sll5046	sll5046
petG	smr0010	1823570	1823686	cytochrome b6-f complex subunit PetG	petG	smr0010
murE	slr0528	3184733	3186250	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase	murE	slr0528
psbT	smr0001	2414584	2414679	photosystem II reaction center protein T	psbT	smr0001
sll0822	sll0822	2862005	2862394	hypothetical protein	sll0822	sll0822
slr0121	slr0121	3002966	3004453	class A beta-lactamase	slr0121	slr0121
rplK	sll1743	924889	925314	50S ribosomal protein L11	rplK // rplA	sll1743 // sll1744
bioD	slr0523	2939802	2940515	ATP-dependent dethiobiotin synthetase BioD	bioD	slr0523
sll0644	sll0644	428619	429614	alpha/beta hydrolase	sll0644	sll0644
ssl0453	ssl0453	1523527	1523709	phycobilisome degradation protein NblA	ssl0453	ssl0453
SGL_RS17940	SGL_RS17940	3477883	3478116	hypothetical protein	SGL_RS17940	SGL_RS17940
nifJ	sll0741	3128387	3131986	pyruvate:ferredoxin (flavodoxin) oxidoreductase	nifJ	sll0741
sll0602	sll0602	2671895	2673970	serine/threonine-protein phosphatase	sll0602 // menD	sll0602 // sll0603
sll1329	sll1329	3295580	3296386	inositol monophosphatase	sll1329	sll1329
slr2075	slr2075	915313	915624	co-chaperone GroES	slr2075	slr2075
dacB	slr0804	1684928	1685872	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	slr0806 // dacB	slr0806 // slr0804
sll1147	sll1147	1400488	1400901	MAPEG family protein	sll1147	sll1147
slr0867	slr0867	1365571	1366215	hypothetical protein	slr0867	slr0867
ST6803t31	ST6803t31	2504105	2504189	tRNA-Ser	ST6803t31	ST6803t31
sll0273	sll0273	2102769	2104391	sodium:proton antiporter	sll0273	sll0273
slr1612	slr1612	357748	358608	hypothetical protein	slr1612	slr1612
sll0037	sll0037	3158106	3159116	sirohydrochlorin chelatase	sll0037	sll0037
slr0510	slr0510	2919706	2921223	mechanosensitive ion channel	slr0510	slr0510
sll0646	sll0646	425468	427738	adenylate/guanylate cyclase domain-containing protein	sll0645 // sll0646 // sll0647	sll0645 // sll0646 // sll0647
recG	slr0020	2497726	2500221	ATP-dependent DNA helicase RecG	recG	slr0020
cmpB	slr0041	3170475	3171317	bicarbonatee transport permease	cmpB	slr0041
aspS	slr1720	1472149	1473948	aspartate--tRNA ligase	slr1721 // aspS	slr1721 // slr1720
sll1545	sll1545	3467881	3468696	glutathione S-transferase family protein	sll1545	sll1545
slr0697	slr0697	3084677	3088435	5-oxoprolinase	slr0698 // slr0697	slr0698 // slr0697
surE	sll1108	3522433	3523260	5'/3'-nucleotidase SurE	surE	sll1108
slr1223	slr1223	1025519	1026442	TIGR01777 family protein	slr1223	slr1223
pstA	sll0682	2638578	2639441	phosphate ABC transporter permease PstA	pstS // pstC // pstA // pstB // pstB	sll0680 // sll0681 // sll0682 // sll0683 // sll0684
slr1651	slr1651	3449928	3452129	peptidase domain-containing ABC transporter	slr1651	slr1651
slr2016	slr2016	757244	757720	type II secretion system protein	slr2017 // slr2016	slr2017 // slr2016
sll1229	sll1229	1663554	1664690	hybrid sensor histidine kinase/response regulator	sll1229	sll1229
slr1594	slr1594	451735	452922	response regulator	slr1594	slr1594
sll1180	sll1180	1850707	1853742	peptidase domain-containing ABC transporter	sll1180	sll1180
ntcA	sll1423	1589384	1590061	global nitrogen regulator NtcA	ntcA // sll1424	sll1423 // sll1424
hypA	sll1078	799596	799958	hydrogenase maturation nickel metallochaperone HypA	hypA // hypB	sll1078 // sll1079
SGL_RS08185	SGL_RS08185	1345775	1346023	hypothetical protein	SGL_RS08185	SGL_RS08185
slr0477	slr0477	2613717	2614370	phosphoribosylglycinamide formyltransferase	slr0482 // slr0480 // slr0479 // slr0477	slr0482 // slr0480 // slr0479 // slr0477
SGL_RS18875	SGL_RS18875	1725431	1726278	IS630 family transposase	SGL_RS18875	SGL_RS18875
ssl0483	ssl0483	2132257	2132457	hypothetical protein	ssl0483	ssl0483
rnj	slr0551	3250985	3252907	ribonuclease J	rnj	slr0551
slr1236	slr1236	1043917	1044450	DUF192 domain-containing protein	slr1236 // slr1235	slr1236 // slr1235
rps1A	slr1356	1097077	1098063	30S ribosomal protein S1	rps1A	slr1356
lptC	slr0872	1371168	1372286	LPS export ABC transporter periplasmic protein LptC	lptC	slr0872
sll7029	sll7029	27605	28630	MoxR family ATPase	sll7029 // sll7028	sll7029 // sll7028
slr1689	slr1689	1982308	1983171	DNA-formamidopyrimidine glycosylase	slr1690 // slr1689 // psaE	slr1690 // slr1689 // ssr2831
sll1472	sll1472	3402929	3403372	hypothetical protein	sll1472 // sll1473 // sll1474	sll1472 // sll1473 // sll1474
slr1118	slr1118	67606	68361	WecB/TagA/CpsF family glycosyltransferase	slr1118	slr1118
slr1744	slr1744	1332429	1334378	N-acetylmuramoyl-L-alanine amidase	slr1744	slr1744
sll1880	sll1880	1795121	1795564	YjbQ family protein	sll1880	sll1880
atpF	sll1324	175143	175682	ATP synthase Fo, b subunit	sll1323 // atpF // atpH // atpA // atpG	sll1323 // sll1324 // sll1325 // sll1326 // sll1327
SGL_RS19435	SGL_RS19435	645696	645833	hypothetical protein	SGL_RS19435	SGL_RS19435
sll0456	sll0456	2625478	2626479	NAD(P)-dependent oxidoreductase	sll0456	sll0456
gyrA	slr0417	2687952	2690534	DNA topoisomerase (ATP-hydrolyzing) subunit A	slr0418 // gyrA	slr0418 // slr0417
sll0451	sll0451	3479219	3479683	GNAT family N-acetyltransferase	sll0451	sll0451
SGL_RS19050	SGL_RS19050	2817469	2817797	phage integrase family protein	SGL_RS19050	SGL_RS19050
rplX	sll1807	837001	837348	50S ribosomal protein L24	rplB // rpsS // rplV // rpsC // rplP // rpmC // rpsQ // rplN // rplX	sll1802 // ssl3432 // sll1803 // sll1804 // sll1805 // ssl3436 // ssl3437 // sll1806 // sll1807
SGL_RS03715	SGL_RS03715	383817	384053	hypothetical protein	ssr1768 // SGL_RS03715 // SGL_RS18675 // slr1078 // ssr1766 // ssr1765	ssr1768 // SGL_RS03715 // SGL_RS18675 // slr1078 // ssr1766 // ssr1765
sll0107	sll0107	2971475	2972095	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	sll0107	sll0107
sll1401	sll1401	47007	48017	hypothetical protein	sll1401	sll1401
slr1189	slr1189	3529916	3530971	homocysteine S-methyltransferase family protein	slr1189 // slr1188 // slr1187	slr1189 // slr1188 // slr1187
sll1981	sll1981	1556475	1558127	acetolactate synthase large subunit	sll1981	sll1981
sll1730	sll1730	940638	941270	hypothetical protein	sll1730	sll1730
cpcT	slr1649	2075381	2075971	chromophore lyase CpcT/CpeT	cpcT	slr1649
slr1139	slr1139	794362	794691	thioredoxin	slr1139	slr1139
sll1441	sll1441	1895520	1896599	fatty acid desaturase	sll1441	sll1441
slr1724	slr1724	1478988	1479782	DUF3153 domain-containing protein	slr1724	slr1724
sll0284	sll0284	3022532	3024271	ATP-binding protein	sll0284	sll0284
rpmI	ssl1426	2405109	2405312	50S ribosomal protein L35	rpmI	ssl1426
SGL_RS06570	SGL_RS06570	1002141	1002617	DUF29 domain-containing protein	SGL_RS06570	SGL_RS06570
slr1901	slr1901	850605	851585	ATP-binding cassette domain-containing protein	slr1901	slr1901
rpsM	sll1816	830635	831018	30S ribosomal protein S13	rpsM // rpsK	sll1816 // sll1817
ssr3402	ssr3402	1452872	1453162	hypothetical protein	ssr3402	ssr3402
slr2127	slr2127	1639944	1640519	hypothetical protein	slr2127	slr2127
sll1505	sll1505	475110	475445	DUF86 domain-containing protein	sll1504 // sll1505	sll1504 // sll1505
slr0946	slr0946	2012231	2012626	thioredoxin-dependent arsenate reductase	slr0946	slr0946
slr0420	slr0420	2699172	2699855	hypothetical protein	slr0420	slr0420
sll0564	sll0564	3556111	3557094	class I SAM-dependent methyltransferase	sll0564 // sll0565	sll0564 // sll0565
ggt	slr1269	1859816	1861372	gamma-glutamyltransferase	ggt // slr1267 // slr1266	slr1269 // slr1267 // slr1266
ST6803t08	ST6803t08	645526	645598	tRNA-Arg	ST6803t08 // frmA // fghA	ST6803t08 // sll0990 // sll0992
sll0654	sll0654	410315	414544	alkaline phosphatase	sll0654	sll0654
slr1865	slr1865	1204276	1205538	carbohydrate ABC transporter substrate-binding protein	slr1866 // slr1865	slr1866 // slr1865
ssr3341	ssr3341	1780086	1780298	hypothetical protein	ssr3341	ssr3341
ssl2162	ssl2162	1911570	1911785	hypothetical protein	ssl2162	ssl2162
sll1253	sll1253	1734382	1737210	CBS domain-containing protein	sll1253	sll1253
slr5118	slr5118	107767	108585	Rpn family recombination-promoting nuclease/putative transposase	slr5118 // ssr5117 // slr5116	slr5118 // ssr5117 // slr5116
ilvA	slr2072	911357	912883	threonine ammonia-lyase, biosynthetic	ilvA	slr2072
rfbD	sll1395	55669	56550	dTDP-4-dehydrorhamnose reductase	msrA // rfbD	sll1394 // sll1395
sll1965	sll1965	914780	915190	hypothetical protein	sll1965 // SGL_RS06155	sll1965 // SGL_RS06155
hemJ	slr1790	256698	257279	protoporphyrinogen oxidase HemJ	hemJ	slr1790
rpe	sll0807	1712564	1713256	ribulose-phosphate 3-epimerase	rpe	sll0807
slr6074	slr6074	71154	72809	hypothetical protein	slr6075 // slr6074 // slr6073 // slr6072	slr6075 // slr6074 // slr6073 // slr6072
cbiT	slr1368	1119916	1120509	precorrin-6Y C5,15-methyltransferase subunit CbiT	cbiT	slr1368
rlmB	slr0955	2024993	2026147	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB // mrnC	slr0955 // slr0954
slr1168	slr1168	1937086	1937397	DUF433 domain-containing protein	slr1168 // slr1167	slr1168 // slr1167
slr0224	slr0224	2523867	2524562	sterol desaturase family protein	slr0224	slr0224
ssl8003	ssl8003	3660	3839	hypothetical protein	sll8004 // ssl8003 // sll8002 // sll8001	sll8004 // ssl8003 // sll8002 // sll8001
ssr2049	ssr2049	1042390	1042557	protochlorophyllide reductase	ssr2049	ssr2049
slr1417	slr1417	183493	183849	iron-sulfur cluster assembly accessory protein	slr1417	slr1417
slr0751	slr0751	3419545	3420291	tetratricopeptide repeat protein	slr0751	slr0751
slr0265	slr0265	1513225	1514010	IS5 family transposase	slr0265	slr0265
sll0556	sll0556	2801140	2803035	hypothetical protein	sll0556	sll0556
slr1761	slr1761	538415	539020	FKBP-type peptidyl-prolyl cis-trans isomerase	slr1761 // slr1760 // slr1759	slr1761 // slr1760 // slr1759
sll0183	sll0183	2734522	2735301	tetratricopeptide repeat protein	sll0183	sll0183
sll1721	sll1721	954453	955427	alpha-ketoacid dehydrogenase subunit beta	sll1721	sll1721
slr0702	slr0702	3091764	3093017	hypothetical protein	slr0702	slr0702
corA	sll0671	3101820	3102962	magnesium/cobalt transporter CorA	corA	sll0671
slr1815	slr1815	1292820	1293356	methyltransferase domain-containing protein	slr1815	slr1815
SGL_RS19440	SGL_RS19440	1144258	1144407	hypothetical protein	SGL_RS19440	SGL_RS19440
sll1191	sll1191	302786	303190	DUF1049 domain-containing protein	sll1191 // crcB	sll1191 // sll1192
SGL_RS18425	SGL_RS18425	2735422	2735598	DUF3252 domain-containing protein	SGL_RS18425	SGL_RS18425
sll1186	sll1186	315134	315784	Uma2 family endonuclease	sll1186 // sll1187	sll1186 // sll1187
slr7025	slr7025	24079	24495	hypothetical protein	slr7026 // slr7025 // slr7024	slr7026 // slr7025 // slr7024
slr6097	slr6097	91096	92280	restriction endonuclease subunit S	slr6097 // SGL_RS19160 // SGL_RS18620	slr6097 // SGL_RS19160 // SGL_RS18620
surE	sll1459	993536	994213	5'/3'-nucleotidase SurE	surE	sll1459
sll1555	sll1555	1980365	1981471	hybrid sensor histidine kinase/response regulator	sll1555	sll1555
thrS	sll0078	2891201	2893012	threonine--tRNA ligase	thrS	sll0078
slr1125	slr1125	86159	87418	glycosyltransferase	slr1125	slr1125
ycf4	sll0226	149889	150455	photosystem I assembly protein Ycf4	ycf4	sll0226
slr0305	slr0305	3019261	3019890	TVP38/TMEM64 family protein	slr0305	slr0305
sll1912	sll1912	775687	776061	putative toxin-antitoxin system toxin component, PIN family	ssl3615 // sll1912	ssl3615 // sll1912
sll0108	sll0108	2969677	2971200	ammonium transporter	sll0108	sll0108
nuoK	sll0522	3267244	3267555	NADH-quinone oxidoreductase subunit NuoK	ndhI // sll0521 // nuoK	sll0520 // sll0521 // sll0522
sll0243	sll0243	1527171	1528421	zinc ribbon domain-containing protein	sll0243	sll0243
SGL_RS19425	SGL_RS19425	465560	465718	hypothetical protein	SGL_RS19425	SGL_RS19425
sll0337	sll0337	2370818	2372110	ATPase	sll0337	sll0337
sll1340	sll1340	3283104	3283352	DUF3146 family protein	sll1340	sll1340
sll1352	sll1352	1087772	1089190	DUF2079 domain-containing protein	sll1352 // sll1353 // recJ	sll1352 // sll1353 // sll1354
spkC	slr0599	3557481	3559088	serine/threonine protein kinase	spkC // slr0598	slr0599 // slr0598
slr0302	slr0302	3014390	3016696	diguanylate cyclase	slr0302	slr0302
sll0301	sll0301	2279497	2280006	pentapeptide repeat-containing protein	sll0301	sll0301
ssr2857	ssr2857	734665	734859	heavy-metal-associated domain-containing protein	ssr2857	ssr2857
bchN	slr0750	3417442	3418851	ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N	bchN // SGL_RS19135	slr0750 // SGL_RS19135
sll0148	sll0148	2185870	2188077	caspase family protein	sll0148	sll0148
ST6803t38	ST6803t38	3224147	3224218	tRNA-Thr	ST6803t38 // ST6803t37	ST6803t38 // ST6803t37
slr6039	slr6039	34784	35374	DUF305 domain-containing protein	slr6041 // slr6040 // slr6039	slr6041 // slr6040 // slr6039
groL	slr2076	915721	917346	chaperonin GroEL	groL	slr2076
