# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "8" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "ERX3440931_cds.txt" "ERX3440931.bam" 
Geneid	Chr	Start	End	Strand	Length	ERX3440931.bam
BSU_25760	AL009126.3	2652993	2653463	+	471	946
BSU_25770	AL009126.3	2653371	2654873	-	1503	4217
BSU_25780	AL009126.3	2655322	2655741	-	420	577
BSU_25790	AL009126.3	2655753	2656793	-	1041	555
BSU_25800	AL009126.3	2656816	2657256	-	441	101
BSU_25810	AL009126.3	2657317	2657634	-	318	102
BSU_25820	AL009126.3	2658006	2658770	-	765	47
BSU_25830	AL009126.3	2659213	2660340	+	1128	161
BSU_25840	AL009126.3	2660330	2660464	+	135	414
BSU_25850	AL009126.3	2660574	2660732	+	159	9
BSU_25860	AL009126.3	2661102	2662697	+	1596	206
BSU_25870	AL009126.3	2662712	2663290	+	579	44
BSU_25875	AL009126.3	2663408	2663554	+	147	0
BSU_25880	AL009126.3	2663551	2663913	-	363	7
BSU_25890	AL009126.3	2663929	2664408	-	480	34
BSU_25900	AL009126.3	2664573	2665391	-	819	17
BSU_25910	AL009126.3	2665436	2665858	-	423	5
BSU_25920	AL009126.3	2665903	2666796	-	894	5
BSU_25930	AL009126.3	2666884	2667048	-	165	2
BSU_25940	AL009126.3	2667045	2667380	-	336	5
BSU_25950	AL009126.3	2667390	2668490	-	1101	13
BSU_25960	AL009126.3	2668493	2668765	-	273	1
BSU_25970	AL009126.3	2668762	2669340	-	579	2
BSU_25980	AL009126.3	2669324	2670370	-	1047	6
BSU_25990	AL009126.3	2670363	2670788	-	426	1
BSU_26000	AL009126.3	2670801	2671064	-	264	2
BSU_26010	AL009126.3	2671061	2672041	-	981	7
BSU_26020	AL009126.3	2672054	2672713	-	660	2
BSU_26030	AL009126.3	2672706	2677463	-	4758	64
BSU_26039	AL009126.3	2677466	2677657	-	192	5
BSU_26040	AL009126.3	2677657	2678094	-	438	10
BSU_26050	AL009126.3	2678240	2678419	+	180	44
BSU_26055	AL009126.3	2678799	2678888	+	90	82
BSU_26060	AL009126.3	2679142	2679585	-	444	7
BSU_26075	AL009126.3	2679588	2680988	-	1401	16
BSU_26089	AL009126.3	2680989	2681180	-	192	0
BSU_26090	AL009126.3	2681177	2681614	-	438	1
BSU_26100	AL009126.3	2681627	2682130	-	504	2
BSU_26110	AL009126.3	2682127	2682489	-	363	1
BSU_26120	AL009126.3	2682486	2682881	-	396	1
BSU_26130	AL009126.3	2682885	2683196	-	312	3
BSU_26140	AL009126.3	2683207	2684142	-	936	3
BSU_26150	AL009126.3	2684161	2685129	-	969	10
BSU_26160	AL009126.3	2685162	2685815	-	654	8
BSU_26170	AL009126.3	2685856	2686773	-	918	19
BSU_26180	AL009126.3	2686770	2688302	-	1533	14
BSU_26190	AL009126.3	2688306	2689601	-	1296	16
BSU_26200	AL009126.3	2689594	2690313	-	720	13
BSU_26210	AL009126.3	2690381	2690845	-	465	4
BSU_26220	AL009126.3	2690989	2691444	-	456	0
BSU_26230	AL009126.3	2691642	2692571	+	930	277
BSU_26240	AL009126.3	2692645	2692851	-	207	2
BSU_26250	AL009126.3	2692933	2693361	-	429	3
BSU_26259	AL009126.3	2693457	2693606	-	150	1
BSU_26260	AL009126.3	2693597	2694538	-	942	2
BSU_26270	AL009126.3	2694420	2695097	-	678	4
BSU_26280	AL009126.3	2695173	2696027	-	855	14
BSU_26290	AL009126.3	2696030	2696989	-	960	10
BSU_26300	AL009126.3	2697095	2697289	-	195	3
BSU_26305	AL009126.3	2697249	2697422	-	174	1
BSU_26310	AL009126.3	2697419	2697676	-	258	3
BSU_26320	AL009126.3	2697673	2698242	-	570	1
BSU_26330	AL009126.3	2698316	2698456	-	141	2
BSU_26340	AL009126.3	2698486	2698716	-	231	3
BSU_26350	AL009126.3	2698893	2699243	+	351	100
BSU_26360	AL009126.3	2699510	2699677	-	168	0
BSU_26370	AL009126.3	2700033	2700569	-	537	89
BSU_26380	AL009126.3	2700838	2701356	+	519	6
BSU_26390	AL009126.3	2701338	2701754	+	417	1695
BSU_26399	AL009126.3	2701754	2701870	+	117	78
BSU_26400	AL009126.3	2701979	2702143	-	165	2
BSU_26410	AL009126.3	2702688	2703104	-	417	16
BSU_26420	AL009126.3	2703150	2704448	-	1299	67
BSU_26430	AL009126.3	2704435	2705130	-	696	103
BSU_26440	AL009126.3	2705398	2706615	+	1218	32
BSU_26449	AL009126.3	2706534	2706782	+	249	13
BSU_26450	AL009126.3	2707127	2707684	+	558	56
BSU_26470	AL009126.3	2708175	2708699	-	525	128
BSU_26480	AL009126.3	2708943	2709419	-	477	9
BSU_26490	AL009126.3	2710002	2710787	-	786	6
BSU_26500	AL009126.3	2710848	2711075	-	228	43
BSU_26510	AL009126.3	2711109	2712242	-	1134	115
BSU_26530	AL009126.3	2712577	2713134	-	558	36
BSU_26540	AL009126.3	2713320	2713802	-	483	9
BSU_26550	AL009126.3	2713949	2714140	-	192	81
BSU_26558	AL009126.3	2714231	2714548	-	318	24
BSU_26559	AL009126.3	2714590	2714805	-	216	3
BSU_26560	AL009126.3	2714933	2715493	-	561	149
BSU_26569	AL009126.3	2715510	2715686	-	177	34
BSU_26570	AL009126.3	2715719	2715865	-	147	23
BSU_26580	AL009126.3	2716035	2716856	-	822	104
BSU_26590	AL009126.3	2716973	2718175	+	1203	40
BSU_26600	AL009126.3	2718344	2718802	+	459	11
BSU_26610	AL009126.3	2718959	2720263	-	1305	619
BSU_26619	AL009126.3	2720526	2720669	-	144	3
BSU_26620	AL009126.3	2720687	2721652	-	966	29
BSU_26630	AL009126.3	2721778	2722644	+	867	30
BSU_26640	AL009126.3	2722767	2723804	-	1038	13
BSU_26650	AL009126.3	2723892	2724827	-	936	25
BSU_26660	AL009126.3	2725114	2725503	-	390	13
BSU_26670	AL009126.3	2725837	2726727	+	891	167
BSU_26680	AL009126.3	2726885	2727202	-	318	17
BSU_26690	AL009126.3	2727160	2728482	-	1323	41
BSU_26700	AL009126.3	2728647	2728979	-	333	40
BSU_26710	AL009126.3	2728976	2729740	-	765	25
BSU_26720	AL009126.3	2729753	2730226	-	474	6
BSU_26730	AL009126.3	2730560	2730835	-	276	6
BSU_26740	AL009126.3	2731107	2732339	-	1233	593
BSU_26748	AL009126.3	2732389	2732547	-	159	31
BSU_26749	AL009126.3	2732547	2732747	-	201	204
BSU_26750	AL009126.3	2732747	2732881	-	135	0
BSU_26760	AL009126.3	2732980	2733543	-	564	17
BSU_26770	AL009126.3	2733772	2734143	-	372	18
BSU_26780	AL009126.3	2734953	2735456	-	504	86
BSU_26790	AL009126.3	2735682	2736536	-	855	44
BSU_26800	AL009126.3	2736915	2737958	+	1044	211
BSU_26810	AL009126.3	2738308	2739105	+	798	29
BSU_26820	AL009126.3	2739486	2740193	+	708	166
BSU_26829	AL009126.3	2740517	2740678	+	162	5
BSU_26826	AL009126.3	2740769	2740846	+	78	8
BSU_26827	AL009126.3	2741133	2741294	-	162	3
BSU_26830	AL009126.3	2741357	2742112	-	756	2
BSU_26840	AL009126.3	2742244	2742774	-	531	8
BSU_26850	AL009126.3	2742909	2743889	+	981	25
BSU_26860	AL009126.3	2744163	2745479	-	1317	22
BSU_26870	AL009126.3	2745594	2746463	-	870	20
BSU_26880	AL009126.3	2746608	2747711	+	1104	15
BSU_26890	AL009126.3	2747984	2748817	-	834	353
BSU_26900	AL009126.3	2749260	2749523	+	264	158
BSU_26910	AL009126.3	2749660	2750475	+	816	42
BSU_26920	AL009126.3	2750883	2751239	-	357	57
BSU_26930	AL009126.3	2751292	2751651	-	360	21
BSU_26935	AL009126.3	2751923	2752024	-	102	1
BSU_26940	AL009126.3	2752167	2752553	-	387	23
BSU_26950	AL009126.3	2752802	2753047	+	246	144
BSU_26960	AL009126.3	2753065	2753433	+	369	125
BSU_26970	AL009126.3	2753452	2754588	+	1137	583
BSU_26980	AL009126.3	2754607	2754804	+	198	54
BSU_26990	AL009126.3	2754820	2755119	+	300	193
BSU_27000	AL009126.3	2755382	2755804	-	423	5
BSU_27009	AL009126.3	2755987	2756181	+	195	6
BSU_27010	AL009126.3	2756312	2757361	+	1050	46
BSU_27020	AL009126.3	2757492	2758001	+	510	192
BSU_27030	AL009126.3	2758043	2760076	-	2034	272
BSU_27035	AL009126.3	2759985	2760152	-	168	17
BSU_27040	AL009126.3	2760233	2761060	-	828	93
BSU_27050	AL009126.3	2761081	2761890	-	810	86
BSU_27060	AL009126.3	2761907	2762395	-	489	81
BSU_27070	AL009126.3	2762395	2762835	-	441	48
BSU_27080	AL009126.3	2763025	2765832	-	2808	93
BSU_27085	AL009126.3	2766379	2766519	+	141	5
BSU_27090	AL009126.3	2766558	2767946	+	1389	28
BSU_27100	AL009126.3	2768042	2768674	-	633	63
BSU_27110	AL009126.3	2768827	2769654	+	828	83
BSU_27120	AL009126.3	2769850	2770350	+	501	12
BSU_27130	AL009126.3	2770350	2771207	+	858	76
BSU_27140	AL009126.3	2771318	2773222	+	1905	47
BSU_27150	AL009126.3	2773356	2773646	+	291	3
BSU_27160	AL009126.3	2773890	2777054	-	3165	1006
BSU_27170	AL009126.3	2777070	2777654	-	585	103
BSU_27180	AL009126.3	2777877	2778419	-	543	93
BSU_27185	AL009126.3	2778608	2778766	-	159	463
BSU_27190	AL009126.3	2778923	2779072	-	150	2580
BSU_27200	AL009126.3	2779462	2780262	-	801	16
BSU_27210	AL009126.3	2780525	2780893	-	369	27
BSU_27220	AL009126.3	2781209	2784151	+	2943	207
BSU_27230	AL009126.3	2784170	2784652	+	483	80
BSU_27240	AL009126.3	2784688	2784918	-	231	11
BSU_27250	AL009126.3	2785001	2786140	-	1140	22
BSU_27260	AL009126.3	2786142	2787065	-	924	62
BSU_27270	AL009126.3	2787130	2787825	-	696	296
BSU_27280	AL009126.3	2787846	2788487	-	642	111
BSU_27290	AL009126.3	2788680	2788883	+	204	17
BSU_27300	AL009126.3	2788920	2789621	-	702	555
BSU_27310	AL009126.3	2789686	2791440	-	1755	1163
BSU_27320	AL009126.3	2791494	2791967	-	474	343
BSU_27330	AL009126.3	2792218	2792853	-	636	97
BSU_27340	AL009126.3	2792860	2794128	-	1269	355
BSU_27350	AL009126.3	2794147	2795076	-	930	122
BSU_27360	AL009126.3	2795082	2795735	-	654	20
BSU_27370	AL009126.3	2795887	2796969	-	1083	72
BSU_27380	AL009126.3	2797100	2797381	-	282	969
BSU_27390	AL009126.3	2797399	2797815	-	417	692
BSU_27400	AL009126.3	2797823	2798089	-	267	282
BSU_27410	AL009126.3	2798174	2800810	-	2637	170
BSU_27420	AL009126.3	2801141	2802202	-	1062	305
BSU_27430	AL009126.3	2802358	2803086	+	729	10318
BSU_27440	AL009126.3	2803108	2803929	+	822	8938
BSU_27450	AL009126.3	2803990	2804640	+	651	1246
BSU_27460	AL009126.3	2804657	2805313	+	657	888
BSU_27468	AL009126.3	2805348	2805479	-	132	142
BSU_27469	AL009126.3	2805501	2805692	-	192	889
BSU_27470	AL009126.3	2805704	2806228	-	525	1854
BSU_27480	AL009126.3	2806286	2808682	-	2397	140
BSU_27490	AL009126.3	2808707	2809327	-	621	39
BSU_27500	AL009126.3	2809413	2810528	-	1116	360
BSU_27510	AL009126.3	2810559	2811698	-	1140	474
BSU_27520	AL009126.3	2811717	2812133	-	417	112
BSU_27530	AL009126.3	2812336	2813601	+	1266	26
BSU_27540	AL009126.3	2813643	2814407	-	765	479
BSU_27550	AL009126.3	2814743	2816521	-	1779	372
BSU_27560	AL009126.3	2816535	2817809	-	1275	191
BSU_27570	AL009126.3	2818191	2818361	-	171	404
BSU_27580	AL009126.3	2818494	2820050	+	1557	199
BSU_27590	AL009126.3	2820077	2820475	-	399	67
BSU_27600	AL009126.3	2820529	2822733	-	2205	789
BSU_27610	AL009126.3	2822901	2823413	-	513	88
BSU_27620	AL009126.3	2823419	2825779	-	2361	653
BSU_27630	AL009126.3	2825846	2826169	-	324	114
BSU_27640	AL009126.3	2826245	2826742	-	498	107
BSU_27650	AL009126.3	2826900	2829113	-	2214	645
BSU_27660	AL009126.3	2829152	2829448	-	297	293
BSU_27670	AL009126.3	2829564	2831120	+	1557	289
BSU_27680	AL009126.3	2831124	2831780	-	657	260
BSU_27690	AL009126.3	2831915	2832367	+	453	1174
BSU_27700	AL009126.3	2832424	2832690	-	267	269
BSU_27710	AL009126.3	2832727	2833872	-	1146	447
BSU_27720	AL009126.3	2833899	2834927	-	1029	181
BSU_27729	AL009126.3	2834957	2835157	-	201	10
BSU_27730	AL009126.3	2835150	2836154	-	1005	107
BSU_27740	AL009126.3	2836165	2836770	-	606	42
BSU_27750	AL009126.3	2836909	2837421	-	513	347
BSU_27760	AL009126.3	2837469	2838776	-	1308	293
BSU_27770	AL009126.3	2838847	2839872	-	1026	378
BSU_27785	AL009126.3	2840110	2840757	+	648	946
BSU_27786	AL009126.3	2840803	2840925	-	123	3
BSU_27800	AL009126.3	2841010	2841300	+	291	40
BSU_27809	AL009126.3	2841307	2841447	+	141	2
BSU_27810	AL009126.3	2841611	2843065	+	1455	2358
BSU_27820	AL009126.3	2843106	2843828	-	723	30
BSU_27830	AL009126.3	2843931	2844527	-	597	977
BSU_27840	AL009126.3	2844675	2845838	-	1164	25759
BSU_27850	AL009126.3	2845955	2847061	-	1107	2780
BSU_27860	AL009126.3	2847048	2847917	-	870	9
BSU_27870	AL009126.3	2847871	2849466	-	1596	52
BSU_27880	AL009126.3	2849569	2850756	+	1188	38
BSU_27890	AL009126.3	2850716	2851258	+	543	90
BSU_27900	AL009126.3	2851283	2852140	-	858	80
BSU_27910	AL009126.3	2852157	2852600	-	444	140
BSU_27920	AL009126.3	2852661	2853947	-	1287	873
BSU_27930	AL009126.3	2853981	2854559	-	579	545
BSU_27935	AL009126.3	2854637	2854759	+	123	1
BSU_27940	AL009126.3	2854880	2855164	-	285	2129
BSU_27950	AL009126.3	2855177	2855515	-	339	1896
BSU_27960	AL009126.3	2855518	2855826	-	309	1887
BSU_27970	AL009126.3	2855973	2856839	-	867	243
BSU_27980	AL009126.3	2856832	2857626	-	795	873
BSU_27990	AL009126.3	2857776	2858582	-	807	218
BSU_28000	AL009126.3	2858584	2859264	-	681	361
BSU_28010	AL009126.3	2859317	2859835	-	519	25
BSU_28020	AL009126.3	2859832	2860704	-	873	209
BSU_28030	AL009126.3	2860735	2861748	-	1014	200
BSU_28040	AL009126.3	2861840	2862535	-	696	96
BSU_28050	AL009126.3	2862572	2863141	-	570	177
BSU_28060	AL009126.3	2863294	2864292	-	999	1635
BSU_28070	AL009126.3	2864426	2865172	-	747	7
BSU_28080	AL009126.3	2865312	2866604	-	1293	99
BSU_28090	AL009126.3	2866664	2869306	-	2643	367
BSU_28099	AL009126.3	2869754	2869945	+	192	8
BSU_28100	AL009126.3	2869964	2870989	-	1026	10506
BSU_28110	AL009126.3	2871022	2872749	-	1728	24955
BSU_28120	AL009126.3	2872880	2874172	-	1293	1080
BSU_28130	AL009126.3	2874202	2875176	-	975	274
BSU_28140	AL009126.3	2875173	2875961	-	789	324
BSU_28150	AL009126.3	2875951	2876895	-	945	270
BSU_28160	AL009126.3	2876928	2877758	-	831	246
BSU_28170	AL009126.3	2877766	2879133	-	1368	1311
BSU_28180	AL009126.3	2879363	2879860	+	498	15
BSU_28190	AL009126.3	2879882	2880469	-	588	479
BSU_28200	AL009126.3	2880466	2882790	-	2325	985
BSU_28210	AL009126.3	2882971	2884629	-	1659	4410
BSU_28220	AL009126.3	2884781	2886043	-	1263	1794
BSU_28230	AL009126.3	2886315	2887589	-	1275	453
BSU_28240	AL009126.3	2887817	2888821	-	1005	115
BSU_28250	AL009126.3	2888940	2889539	-	600	111
BSU_28260	AL009126.3	2889552	2890970	-	1419	512
BSU_28270	AL009126.3	2891020	2892117	-	1098	245
BSU_28280	AL009126.3	2892138	2893694	-	1557	268
BSU_28290	AL009126.3	2893681	2894709	-	1029	253
BSU_28300	AL009126.3	2894733	2895251	-	519	141
BSU_28310	AL009126.3	2895248	2896972	-	1725	432
BSU_28320	AL009126.3	2897788	2898123	+	336	443
BSU_28330	AL009126.3	2898292	2898747	+	456	247
BSU_28340	AL009126.3	2898931	2899752	+	822	42
BSU_28350	AL009126.3	2900020	2900529	-	510	522
BSU_28360	AL009126.3	2900545	2901141	-	597	530
BSU_28370	AL009126.3	2901154	2901891	-	738	648
BSU_28380	AL009126.3	2902002	2903102	-	1101	4700
BSU_28390	AL009126.3	2903217	2904035	-	819	113
BSU_28400	AL009126.3	2904043	2904483	-	441	73
BSU_28410	AL009126.3	2904727	2904951	-	225	110
BSU_28420	AL009126.3	2905067	2905510	-	444	35
BSU_28430	AL009126.3	2905571	2906332	-	762	479
BSU_28440	AL009126.3	2906335	2908095	-	1761	1089
BSU_28450	AL009126.3	2908129	2908737	-	609	112
BSU_28460	AL009126.3	2909030	2909476	+	447	113
BSU_28470	AL009126.3	2909520	2910746	-	1227	47
BSU_28475	AL009126.3	2909520	2910011	-	492	0
BSU_28490	AL009126.3	2911116	2912888	-	1773	249
BSU_28500	AL009126.3	2913024	2913338	-	315	580
BSU_28509	AL009126.3	2913483	2913593	-	111	62
BSU_28510	AL009126.3	2913661	2915148	-	1488	267
BSU_28520	AL009126.3	2915365	2916342	-	978	16984
BSU_28530	AL009126.3	2916378	2917151	-	774	19133
BSU_28540	AL009126.3	2917166	2917942	-	777	7538
BSU_28550	AL009126.3	2917957	2918541	-	585	3259
BSU_28560	AL009126.3	2918646	2920328	-	1683	3544
BSU_28570	AL009126.3	2920517	2920921	-	405	137
BSU_28580	AL009126.3	2920936	2923293	-	2358	826
BSU_28590	AL009126.3	2923314	2925026	-	1713	191
BSU_28600	AL009126.3	2925100	2925633	-	534	104
BSU_28610	AL009126.3	2925640	2925897	-	258	42
BSU_28620	AL009126.3	2926031	2926972	+	942	137
BSU_28630	AL009126.3	2927008	2929422	-	2415	165
BSU_28640	AL009126.3	2929438	2930472	-	1035	69
BSU_28645	AL009126.3	2930554	2930760	+	207	0
BSU_28650	AL009126.3	2930827	2931573	-	747	87
BSU_28660	AL009126.3	2931692	2931907	+	216	272
BSU_28670	AL009126.3	2931976	2933082	+	1107	111
BSU_28680	AL009126.3	2933185	2934597	+	1413	122
BSU_28690	AL009126.3	2934594	2935928	+	1335	159
BSU_28700	AL009126.3	2935967	2936209	-	243	578
BSU_28709	AL009126.3	2936269	2936439	-	171	212
BSU_28710	AL009126.3	2936382	2938178	-	1797	1122
BSU_28720	AL009126.3	2938330	2939832	-	1503	592
BSU_28730	AL009126.3	2939851	2940696	-	846	123
BSU_28740	AL009126.3	2940697	2941638	-	942	305
BSU_28750	AL009126.3	2941674	2942975	-	1302	339
BSU_28760	AL009126.3	2943006	2944190	-	1185	255
BSU_28770	AL009126.3	2944187	2945005	-	819	326
BSU_28780	AL009126.3	2944983	2945672	-	690	258
BSU_28790	AL009126.3	2945689	2947371	-	1683	443
BSU_28800	AL009126.3	2947385	2948875	-	1491	859
BSU_28810	AL009126.3	2949053	2950024	-	972	1303
BSU_28820	AL009126.3	2950221	2951306	-	1086	452
BSU_28830	AL009126.3	2951490	2951882	+	393	784
BSU_28840	AL009126.3	2951898	2952167	-	270	16
BSU_28850	AL009126.3	2952224	2952583	-	360	151
BSU_28860	AL009126.3	2952615	2952815	-	201	1917
BSU_28870	AL009126.3	2952828	2953349	-	522	569
BSU_28890	AL009126.3	2953795	2954460	+	666	325
BSU_28900	AL009126.3	2954492	2955187	-	696	17
BSU_28910	AL009126.3	2955209	2955649	-	441	2
BSU_28920	AL009126.3	2955783	2956508	-	726	71
BSU_28930	AL009126.3	2956486	2958267	-	1782	146
BSU_28940	AL009126.3	2958434	2959216	+	783	283
BSU_28950	AL009126.3	2959257	2961188	-	1932	134
BSU_28960	AL009126.3	2961586	2962431	-	846	624
BSU_28970	AL009126.3	2962510	2963151	-	642	177
BSU_28980	AL009126.3	2963185	2964120	-	936	241
BSU_28990	AL009126.3	2964148	2965566	-	1419	105
BSU_29000	AL009126.3	2965681	2966139	-	459	21
BSU_29010	AL009126.3	2966413	2966793	-	381	2683
BSU_29020	AL009126.3	2967032	2968054	-	1023	7058
BSU_29030	AL009126.3	2968260	2968640	-	381	45
BSU_29040	AL009126.3	2968824	2970014	+	1191	13
BSU_29050	AL009126.3	2970038	2970880	+	843	69
BSU_29060	AL009126.3	2970922	2971515	-	594	249
BSU_29070	AL009126.3	2971531	2972163	-	633	304
BSU_29080	AL009126.3	2972329	2973159	-	831	294
BSU_29090	AL009126.3	2973182	2975824	-	2643	518
BSU_29100	AL009126.3	2976068	2977807	-	1740	2563
BSU_29110	AL009126.3	2977800	2978522	-	723	1534
BSU_29120	AL009126.3	2978734	2979672	-	939	1074
BSU_29130	AL009126.3	2979716	2980987	-	1272	1489
BSU_29140	AL009126.3	2981151	2982269	-	1119	4618
BSU_29150	AL009126.3	2982603	2983067	-	465	59
BSU_29160	AL009126.3	2983164	2984279	+	1116	306
BSU_29170	AL009126.3	2984312	2984695	-	384	178
BSU_29180	AL009126.3	2984788	2986545	-	1758	2505
BSU_29190	AL009126.3	2986588	2987547	-	960	412
BSU_29200	AL009126.3	2987731	2988708	-	978	1809
BSU_29210	AL009126.3	2988693	2989565	-	873	1573
BSU_29220	AL009126.3	2989900	2991132	-	1233	1400
BSU_29230	AL009126.3	2991269	2994616	-	3348	508
BSU_29239	AL009126.3	2994756	2995097	+	342	61
BSU_29240	AL009126.3	2995094	2995597	+	504	165
BSU_29249	AL009126.3	2995699	2995890	+	192	566
BSU_29250	AL009126.3	2995908	2996849	-	942	187
BSU_29260	AL009126.3	2996980	2997282	+	303	167
BSU_29270	AL009126.3	2997301	2998620	-	1320	326
BSU_29280	AL009126.3	2998796	2999698	-	903	7
BSU_29290	AL009126.3	2999717	3000967	-	1251	14
BSU_29300	AL009126.3	3000985	3001677	-	693	10
BSU_29310	AL009126.3	3001724	3003052	-	1329	22
BSU_29320	AL009126.3	3003049	3003330	-	282	4
BSU_29330	AL009126.3	3003345	3004349	-	1005	11
BSU_29340	AL009126.3	3004346	3005125	-	780	11
BSU_29350	AL009126.3	3005122	3005829	-	708	7
BSU_29360	AL009126.3	3005859	3006578	-	720	9
BSU_29370	AL009126.3	3006600	3007412	-	813	5
BSU_29380	AL009126.3	3007426	3008235	-	810	5
BSU_29390	AL009126.3	3008249	3008785	-	537	7
BSU_29400	AL009126.3	3008938	3009864	+	927	6
BSU_29410	AL009126.3	3009915	3010598	-	684	558
BSU_29420	AL009126.3	3010661	3011428	-	768	213
BSU_29430	AL009126.3	3011555	3011791	-	237	6159
BSU_29440	AL009126.3	3011751	3013136	-	1386	21913
BSU_29450	AL009126.3	3013133	3014344	-	1212	19010
BSU_29460	AL009126.3	3014514	3015026	-	513	13
BSU_29470	AL009126.3	3015111	3016298	-	1188	179
BSU_29479	AL009126.3	3016471	3016674	-	204	1
BSU_29480	AL009126.3	3016646	3017635	-	990	113
BSU_29490	AL009126.3	3017696	3018199	-	504	386
BSU_29500	AL009126.3	3018309	3018764	-	456	3938
BSU_29510	AL009126.3	3018778	3019458	-	681	1744
BSU_29520	AL009126.3	3019533	3020027	-	495	85
BSU_29530	AL009126.3	3020040	3021047	-	1008	134
BSU_29540	AL009126.3	3021233	3022036	+	804	1224
BSU_29550	AL009126.3	3022068	3023657	-	1590	852
BSU_29560	AL009126.3	3023677	3025266	-	1590	727
BSU_29570	AL009126.3	3025445	3025654	-	210	7373
BSU_29580	AL009126.3	3025748	3026953	-	1206	392
BSU_29590	AL009126.3	3026957	3028102	-	1146	290
BSU_29600	AL009126.3	3028297	3029634	+	1338	133
BSU_29610	AL009126.3	3029729	3031417	-	1689	531
BSU_29620	AL009126.3	3031614	3032420	+	807	83
BSU_29630	AL009126.3	3032417	3033040	-	624	10845
BSU_29640	AL009126.3	3033167	3033658	+	492	126
BSU_29650	AL009126.3	3033696	3035435	-	1740	323
BSU_29660	AL009126.3	3035730	3036332	+	603	287
BSU_29670	AL009126.3	3036603	3037871	-	1269	85
BSU_29680	AL009126.3	3038213	3039931	-	1719	4355
BSU_29690	AL009126.3	3040092	3040724	+	633	293
BSU_29700	AL009126.3	3040751	3041395	+	645	228
BSU_29710	AL009126.3	3041392	3042555	+	1164	300
BSU_29720	AL009126.3	3042566	3043294	-	729	9
BSU_29730	AL009126.3	3043284	3044102	-	819	38
BSU_29740	AL009126.3	3044165	3045169	-	1005	332
BSU_29750	AL009126.3	3045445	3046521	-	1077	586
BSU_29760	AL009126.3	3046757	3047083	-	327	1362
BSU_29770	AL009126.3	3047107	3047562	-	456	2417
BSU_29780	AL009126.3	3047593	3048015	-	423	3376
BSU_29790	AL009126.3	3048177	3049475	-	1299	1210
BSU_29805	AL009126.3	3049725	3052583	-	2859	181
BSU_29820	AL009126.3	3052743	3053348	-	606	209
BSU_29830	AL009126.3	3053364	3054173	-	810	271
BSU_29840	AL009126.3	3054188	3054511	-	324	26
BSU_29845	AL009126.3	3054550	3054666	-	117	37
BSU_29850	AL009126.3	3054746	3055192	+	447	49
BSU_29860	AL009126.3	3055247	3056320	-	1074	405
BSU_29870	AL009126.3	3056479	3056796	+	318	481
BSU_29880	AL009126.3	3056849	3058549	-	1701	1697
BSU_29890	AL009126.3	3058631	3059401	-	771	61
BSU_29900	AL009126.3	3059547	3060188	-	642	108
BSU_29910	AL009126.3	3060395	3060673	+	279	217
BSU_29920	AL009126.3	3060674	3061288	-	615	136
BSU_29930	AL009126.3	3061651	3063807	-	2157	404
BSU_29940	AL009126.3	3063833	3064762	-	930	215
BSU_29950	AL009126.3	3064811	3065725	-	915	170
BSU_29960	AL009126.3	3065751	3066302	-	552	204
BSU_29970	AL009126.3	3066451	3067386	+	936	57
BSU_29980	AL009126.3	3067420	3068811	-	1392	379
BSU_29990	AL009126.3	3068908	3070206	+	1299	9
BSU_30000	AL009126.3	3070246	3071403	-	1158	101
BSU_30010	AL009126.3	3071400	3072110	-	711	186
BSU_30020	AL009126.3	3072401	3072622	+	222	1394
BSU_30035	AL009126.3	3072743	3073462	-	720	18
BSU_30050	AL009126.3	3073531	3075165	-	1635	101
BSU_30060	AL009126.3	3075367	3076629	+	1263	190
BSU_30070	AL009126.3	3076818	3078356	+	1539	261
BSU_30080	AL009126.3	3078393	3078575	-	183	117
BSU_30090	AL009126.3	3078643	3079311	-	669	282
BSU_30100	AL009126.3	3079333	3080619	-	1287	943
BSU_30110	AL009126.3	3080631	3081134	-	504	144
BSU_30120	AL009126.3	3081131	3082252	-	1122	824
BSU_30135	AL009126.3	3082260	3083225	-	966	700
BSU_30150	AL009126.3	3083441	3085759	+	2319	792
BSU_30160	AL009126.3	3085800	3087296	-	1497	5930
BSU_30170	AL009126.3	3087321	3088181	-	861	1610
BSU_30180	AL009126.3	3088388	3089149	-	762	520
BSU_30190	AL009126.3	3089226	3090413	-	1188	264
BSU_30200	AL009126.3	3090482	3091489	-	1008	455
